#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:cpacific" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:cpacific" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:cpacific">
#                <taxonset id="TaxonSet.cpacific" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:cpacific" name="distribution" x="@birthRate.t:cpacific">
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="gamma_shapePrior_CTMC" name="distribution">
#            <parameter id="gamma_shape_s" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <distribution id="EastPolynesian.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:cpacific">
#            <taxonset id="EastPolynesian" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Hawaiian" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Maori" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Marquesan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Mangareva" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Rarotongan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Tuamotu" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="SouthIslandMaori" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="TahitianModern" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="RapanuiEasterIsland" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.0" name="distr">
#                <parameter estimate="false" id="RealParameter.01" name="mean">1000.0</parameter>
#                <parameter estimate="false" id="RealParameter.02" name="sigma">100.0</parameter>
#            </Normal>
#        </distribution>
#        <distribution id="NewZealand.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:cpacific">
#            <taxonset id="NewZealand" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="Maori"/>
#                <taxon idref="SouthIslandMaori"/>
#            </taxonset>
#            <LogNormal id="LogNormalDistributionModel.01" meanInRealSpace="true" name="distr" offset="704.0">
#                <parameter estimate="false" id="RealParameter.05" name="M">90.0</parameter>
#                <parameter estimate="false" id="RealParameter.06" lower="0.0" name="S" upper="5.0">0.8</parameter>
#            </LogNormal>
#        </distribution>
#        <prior id="ucldStdevPrior.c:cpacific" name="distribution">
#            <parameter id="ucldStdev.c:cpacific" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.07" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.08" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#        <prior id="MeanRatePrior.c:cpacific" name="distribution">
#            <parameter id="ucldMean.c:cpacific" name="x">1.0</parameter>
#            <Uniform id="Uniform.01" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.cpacific	TreeHeight.t:cpacific	gamma_shape_s	YuleModel.t:cpacific	birthRate.t:cpacific	freqParameter.s:cpacific1	freqParameter.s:cpacific2	logP(mrca(NewZealand))	mrca.age(NewZealand)	logP(mrca(EastPolynesian))	mrca.age(EastPolynesian)	ucldMean.c:cpacific	ucldStdev.c:cpacific	rate.c:cpacific.mean	rate.c:cpacific.variance	rate.c:cpacific.coefficientOfVariation
6880000	-150.50235376451778	NaN	-150.50235376451778	NaN	1062.4553248126288	0.3034709476054512	-140.00402552455424	0.001549213834351716	0.33969604020467514	0.6603039597953219	-5.21621018937867	790.4322818945043	-6.183150333518544	885.1921941394419	Infinity	0.05572585498839896	Infinity	NaN	NaN
6890000	-152.5750255485347	NaN	-152.5750255485347	NaN	1364.5807420759825	1.2610556627010951	-141.753522737663	0.0021274471223452778	0.2682867347850059	0.7317132652149911	-4.7026021135523814	757.1745585640033	-5.928982641345982	1089.985990259953	Infinity	0.0690255486047539	Infinity	NaN	NaN
6900000	-152.96938519624484	NaN	-152.96938519624484	NaN	1703.5529216979905	0.31377260689754893	-143.70949636784022	0.0014606861068893716	0.9557570965403549	0.0442429034596421	-5.549236476051629	810.4390352522175	-5.8806689724648304	1084.4464627171637	Infinity	0.004629325410554108	Infinity	NaN	NaN
6910000	-155.3202751535678	NaN	-155.3202751535678	NaN	1480.0103010565888	0.12253463227392856	-144.5964404352286	0.0021731409768664953	0.5945478909089508	0.40545210909104623	-4.747531275611236	760.5687549895674	-5.996008163989153	1097.1493123801079	Infinity	0.21997891057584243	Infinity	NaN	NaN
6920000	-154.58481670526317	NaN	-154.58481670526317	NaN	1494.1614028550719	0.2673805841024184	-143.72031164922467	0.001167093180124533	0.5945478909089508	0.40545210909104623	-4.76455752318567	761.7991868183154	-5.690723961687353	942.2738806960681	Infinity	0.2837260227037569	Infinity	NaN	NaN
6930000	-152.32647564726156	NaN	-152.32647564726156	NaN	1904.0609718350272	0.41563811341279655	-143.050621428321	0.001738212507506165	0.1503326236603138	0.8496673763396833	-4.80535809285754	764.6558494287973	-6.111549269878689	1108.3919324198923	Infinity	0.011271755380994262	Infinity	NaN	NaN
6940000	-160.8112055012501	NaN	-160.8112055012501	NaN	2782.447965469953	0.5207847658656505	-151.19858355583204	9.890291367778568E-4	0.669646512746848	0.33035348725314895	-4.776611387495736	762.6555628792134	-5.684618120900026	943.341478715508	Infinity	0.042091483822585284	Infinity	NaN	NaN
6950000	-159.02687423487276	NaN	-159.02687423487276	NaN	2349.7509655135145	0.19728051186314902	-149.80421722987103	9.924045657911272E-4	0.27137644773287	0.7286235522671269	-4.65642860984034	753.3556112823624	-5.582170720736126	1034.0769721493452	Infinity	0.05492881700663567	Infinity	NaN	NaN
6960000	-156.04985425839	NaN	-156.04985425839	NaN	2177.2328913538486	0.3333752698716926	-146.39808255358074	0.001818116961575375	0.787702337812717	0.21229766218727986	-4.5825957060162885	745.4995286661174	-5.801672674379572	925.4930935836405	Infinity	0.06959412332939302	Infinity	NaN	NaN
6970000	-154.8357455597192	NaN	-154.8357455597192	NaN	1544.336276375096	0.02307585489302486	-144.01743473178252	0.001503119146310797	0.787702337812717	0.21229766218727986	-5.717466608252775	820.6655066035488	-6.278088657546502	1122.7990177773208	Infinity	0.05611131106880345	Infinity	NaN	NaN
6980000	-164.8456396676453	NaN	-164.8456396676453	NaN	3272.074790519991	0.0040898125060362545	-156.5856961375872	8.145123351267883E-4	0.36958610316459356	0.6304138968354033	-5.0686283734509665	719.3245738017075	-5.602960003223899	1039.711782642217	Infinity	0.0053449764026085615	Infinity	NaN	NaN
6990000	-158.44441604314892	NaN	-158.44441604314892	NaN	2362.79292649099	0.0032286113848252326	-148.7911980839175	0.0011033955641005881	0.36958610316459356	0.6304138968354033	-4.80140964190256	723.6659838782223	-5.912680589456186	911.8442434933008	Infinity	0.06978611087486947	Infinity	NaN	NaN
7000000	-171.64779314239166	NaN	-171.64779314239166	NaN	4614.044736664251	0.03179749541140177	-158.9411794926268	9.606618684658702E-4	0.36958610316459356	0.6304138968354033	-5.5388409387493915	809.8113141430836	-9.425906856319717	1279.349177093005	Infinity	0.006960264857756591	Infinity	NaN	NaN
7010000	-149.85332592156485	NaN	-149.85332592156485	NaN	1295.70964614388	0.03179749541140177	-140.06791900626723	0.0015817824187403019	0.7042728166633028	0.2957271833366942	-4.58020580767951	732.8571246933768	-5.605324097720357	1040.3026992961	Infinity	0.16254777832918543	Infinity	NaN	NaN
7020000	-155.34641421511154	NaN	-155.34641421511154	NaN	1790.2969100458602	0.5061948224328817	-146.20519509522478	0.0016762651292464706	0.7685497118413862	0.23145028815861074	-4.6165178028855145	749.5603885785246	-5.551272504763077	976.6917244008431	Infinity	0.03137317719746327	Infinity	NaN	NaN
7030000	-169.41183123741678	NaN	-169.41183123741678	NaN	3597.605695940168	0.5061948224328817	-159.09428676494963	7.787901826501369E-4	0.7067989733675123	0.29320102663248465	-5.1494893244198945	718.4101240744922	-5.561039776766622	1027.1775854607645	Infinity	0.08933928572946567	Infinity	NaN	NaN
7040000	-158.8050147775639	NaN	-158.8050147775639	NaN	2048.379944020756	0.13248711474739755	-148.46391442891465	0.0015918911011871548	0.7067989733675123	0.29320102663248465	-4.62618473983401	750.5431566331741	-5.798516097027652	1074.0820326172127	Infinity	0.20455658855320435	Infinity	NaN	NaN
7050000	-148.22750377368126	NaN	-148.22750377368126	NaN	1004.6869683907048	0.03229836542758041	-136.44770711820271	0.0016362626540448962	0.3777716949660533	0.6222283050339437	-4.793432907482974	763.8327108199588	-5.783918748596516	927.9153234863675	Infinity	0.5576310647379654	Infinity	NaN	NaN
7060000	-158.6285831113263	NaN	-158.6285831113263	NaN	1809.8527539131426	0.2888490414588538	-147.05417027652788	0.0011246221712522743	0.3777716949660533	0.6222283050339437	-4.670781138282098	727.4729539408842	-5.524514902446446	1002.8502043915566	Infinity	0.5345559605649971	Infinity	NaN	NaN
7070000	-165.19361053187347	NaN	-165.19361053187347	NaN	2968.7931905611426	0.045334621270225924	-155.4824046440828	7.115311295404992E-4	0.22959965754880207	0.7704003424511949	-4.847989040785654	767.533738255625	-5.961116872633287	1093.488839274057	Infinity	0.0615749365623096	Infinity	NaN	NaN
7080000	-157.74958090445907	NaN	-157.74958090445907	NaN	2528.817762832253	0.045334621270225924	-148.94464958888886	0.0013347787780815332	0.22959965754880207	0.7704003424511949	-5.336889423110352	797.6750542165083	-5.642979096085083	951.2413337154677	Infinity	0.008047309922861736	Infinity	NaN	NaN
7090000	-160.50522547607184	NaN	-160.50522547607184	NaN	2721.8053283093896	0.29196995891835187	-150.55288163101358	0.0017992719556270082	0.08250130285593574	0.9174986971440612	-4.568471284970592	734.3099772060581	-5.673035450368234	945.4240472047496	Infinity	0.13640005018905899	Infinity	NaN	NaN
7100000	-158.413733763977	NaN	-158.413733763977	NaN	1769.7613302458062	0.09264677647506579	-147.37572864938429	9.443812670841857E-4	0.08250130285593574	0.9174986971440612	-4.776931892741277	762.6781802924244	-5.636982239428096	952.4871553713458	Infinity	0.3807829139354568	Infinity	NaN	NaN
7110000	-148.0373664642298	NaN	-148.0373664642298	NaN	1149.1547854345124	0.24914253857867372	-142.8643837127298	0.001391105963301491	0.4820789869618537	0.5179210130381432	-4.579833913982642	732.896003433856	-5.528961788954741	1009.8519741798052	Infinity	1.345593099449056E-5	Infinity	NaN	NaN
7120000	-152.32467311416747	NaN	-152.32467311416747	NaN	1911.6686640451114	0.40699216363662877	-141.02559065690164	0.001986463320860324	0.9230855852518859	0.076914414748111	-4.963464524224912	720.7311463592512	-5.54398122227967	980.0638503783173	Infinity	0.3430620417292432	Infinity	NaN	NaN
7130000	-161.76606099311022	NaN	-161.76606099311022	NaN	2386.252577459172	0.7009815928068593	-149.49257153939652	0.0010448886070155222	0.5620616743488954	0.4379383256511014	-5.149889508226487	718.4058923806093	-5.84475338188036	1080.0805422918197	Infinity	0.39297123385023575	Infinity	NaN	NaN
7140000	-158.13628321850513	NaN	-158.13628321850513	NaN	1604.60480226946	0.29427002782068157	-147.04189753035908	7.541117662797874E-4	0.2487235384454412	0.7512764615545556	-4.5624380199541585	741.8387428666778	-6.248409385980373	1120.3578553138605	Infinity	0.24865604533549593	Infinity	NaN	NaN
7150000	-148.45936194906756	NaN	-148.45936194906756	NaN	1140.450222205279	1.8149219118559143	-137.6913363775409	0.0015550383934145604	0.767440305434893	0.23255969456510373	-4.762736101338776	761.6687674222502	-5.527913598701632	1008.7233932719645	Infinity	0.044493925093472234	Infinity	NaN	NaN
7160000	-157.27268814338984	NaN	-157.27268814338984	NaN	1275.139218554853	3.281313862619768	-141.23945679118685	0.0012686342290518164	0.7626849986484338	0.23731500135156297	-5.775807458174732	824.2476637743813	-5.582470677450085	965.8351179550343	Infinity	0.6233842975751842	Infinity	NaN	NaN
7170000	-164.53282824583493	NaN	-164.53282824583493	NaN	2597.5737976994333	0.579946746272491	-153.90855095756086	0.0010943862429760622	0.7626849986484338	0.23731500135156297	-4.6875918337291305	755.9788629387764	-6.358291813857929	1129.1652503319035	Infinity	0.07681041046257653	Infinity	NaN	NaN
7180000	-155.84036346110165	NaN	-155.84036346110165	NaN	2132.698621072833	0.4279027777828622	-145.89194205627777	9.822067459089546E-4	0.2958003372658332	0.7041996627341636	-4.565740719805442	742.6178215902028	-5.541333562548639	981.439373202462	Infinity	0.13549701294615796	Infinity	NaN	NaN
7190000	-154.68554654327392	NaN	-154.68554654327392	NaN	2054.916731104599	0.04245515811721719	-147.1167939892391	0.0016060579220640706	0.9931717474034043	0.006828252596592477	-4.5898942221834345	746.4917790844829	-5.861936632112552	917.8017137745819	Infinity	0.0018022050658796944	Infinity	NaN	NaN
7200000	-153.55804410010435	NaN	-153.55804410010435	NaN	1502.8972421738356	0.49130506176415023	-141.60706214659712	0.0011696821995521162	0.98872024284607	0.011279757153926852	-4.5638935563103935	735.0874997264839	-6.731740698990122	844.5888047921027	Infinity	0.2889787105177969	Infinity	NaN	NaN
7210000	-162.7572380820772	NaN	-162.7572380820772	NaN	2725.2114355972712	1.0381503840383144	-149.6480094378585	8.974969903732527E-4	0.47480918351204626	0.5251908164879505	-6.124795883452803	846.173494394496	-6.392244696143574	1131.767672587081	Infinity	0.15998234470114456	Infinity	NaN	NaN
7220000	-157.72491050919464	NaN	-157.72491050919464	NaN	1754.6079980432025	0.35170609375647105	-145.68616701316253	0.0012755014391355327	0.47480918351204626	0.5251908164879505	-6.940490746828024	901.7481636336793	-5.542391993441398	1019.1223817808523	Infinity	0.10329009377368148	Infinity	NaN	NaN
7230000	-147.18900237957442	NaN	-147.18900237957442	NaN	1000.1304091309977	1.4356576003880224	-134.22942065140828	0.001978388022902921	0.6567457991419127	0.3432542008580841	-4.558626614568649	736.3824148612828	-6.530631624011306	858.1181544510686	Infinity	0.35576987965500556	Infinity	NaN	NaN
7240000	-154.11455300558728	NaN	-154.11455300558728	NaN	1330.98075471947	1.4356576003880224	-141.9705208714287	0.002200979063924083	0.5335150881173082	0.4664849118826886	-5.10349895857591	718.9150428684369	-5.619250064402543	1043.6214041978888	Infinity	0.24784167478957386	Infinity	NaN	NaN
7250000	-155.84361733671832	NaN	-155.84361733671832	NaN	2544.599615201465	0.0340978054960804	-146.87356668612512	9.05741254195088E-4	0.8904367766351831	0.1095632233648135	-4.5630619479863315	741.9971029608602	-5.549348024949874	1022.4674456746247	Infinity	0.05834899565727219	Infinity	NaN	NaN
7260000	-168.98865988325605	NaN	-168.98865988325605	NaN	4793.435951016368	0.08504494382853654	-157.6090722228953	9.070375622581445E-4	0.8904367766351831	0.1095632233648135	-5.328784109686792	797.1891328328913	-5.524719557165381	1003.4952481245735	Infinity	0.35740000000689887	Infinity	NaN	NaN
7270000	-147.81839408240438	NaN	-147.81839408240438	NaN	1041.2949726218878	0.35112391268781096	-139.51635797812338	0.0016957134633638132	0.13105841131689588	0.8689415886831007	-4.562262572471463	741.793045210801	-5.558731963069821	973.6852726113087	Infinity	0.00892926931363234	Infinity	NaN	NaN
7280000	-155.40542695743665	NaN	-155.40542695743665	NaN	1687.5555904147523	1.2888684000476083	-144.0552595221334	0.0015070268887953763	0.014213436044985414	0.9857865639550112	-4.558936412535266	736.2818566261845	-5.562114176759675	1027.5700771006939	Infinity	0.23779102846656242	Infinity	NaN	NaN
7290000	-157.3756109157726	NaN	-157.3756109157726	NaN	1247.5027333724338	0.08484994477740246	-144.5917221311129	0.0019534135191426366	0.8615834190732876	0.13841658092670894	-4.967072207739609	775.2030630907186	-6.348114493541975	1128.37490209143	Infinity	0.6204703667970883	Infinity	NaN	NaN
7300000	-158.55519430774032	NaN	-158.55519430774032	NaN	2419.853162936557	0.18431729260008575	-147.6229298644781	0.0013670373823725618	0.8186859376968567	0.1813140623031399	-4.557942650326841	736.6258417245341	-5.778232717469917	1071.2915139798774	Infinity	0.3499344766388848	Infinity	NaN	NaN
7310000	-154.19656864032012	NaN	-154.19656864032012	NaN	1550.6507476883153	0.011099272094859731	-143.66045085532454	0.001676129827854326	0.883871451597447	0.1161285484025497	-5.131174400020193	785.2994314037547	-6.395693550280909	1132.0291506515243	Infinity	0.07677600851144135	Infinity	NaN	NaN
7320000	-151.30003678081772	NaN	-151.30003678081772	NaN	1389.9526302636446	0.018205075665487132	-137.55516003674612	0.0018273175820592005	0.4287619531395982	0.5712380468603985	-5.5271318047741556	715.2984077399045	-6.731467765556076	844.6063678033548	Infinity	0.6456418503335911	Infinity	NaN	NaN
7330000	-166.78043562344527	NaN	-166.78043562344527	NaN	3188.1699070062564	0.0036658323624337913	-155.99278269222975	6.248806462105141E-4	0.07669594077153424	0.9233040592284625	-4.789884147028078	763.5859984451334	-5.872909878401153	1083.5225908612022	Infinity	0.27887317565279474	Infinity	NaN	NaN
7340000	-156.22307229097302	NaN	-156.22307229097302	NaN	2561.052033215752	0.0033965385131813886	-145.1901079176245	0.0013472633370896084	0.07669594077153424	0.9233040592284625	-7.152648022530032	917.3753456703329	-5.761605542882145	1068.9197828913268	Infinity	0.015947577160631117	Infinity	NaN	NaN
7350000	-150.39918530673071	NaN	-150.39918530673071	NaN	1093.3590260932838	0.01015122226352196	-140.92035322559875	0.00261111936449727	0.34359240100426364	0.656407598995733	-4.566933654502833	734.5507447062314	-5.524556762109645	997.0065307187774	Infinity	0.1295471259817395	Infinity	NaN	NaN
7360000	-151.01568407279942	NaN	-151.01568407279942	NaN	1171.6555898262707	0.03064826157658033	-142.2819768800205	0.0016262308623199982	0.07739411669389501	0.9226058833061015	-5.14343250990945	718.4744988539619	-6.092265737173326	893.4019683126783	Infinity	0.00417409130188558	Infinity	NaN	NaN
7370000	-158.41407044272964	NaN	-158.41407044272964	NaN	1773.863539897483	0.5406632207468595	-148.29934967266936	0.0011757122250786287	0.07739411669389501	0.9226058833061015	-4.705168782227335	757.3754351553401	-6.167873633427904	1113.4693715709345	Infinity	0.04754796071293649	Infinity	NaN	NaN
7380000	-161.54572869226016	NaN	-161.54572869226016	NaN	1378.7769704481402	0.41367017376743387	-147.17379875487643	0.0020411184121903007	0.07739411669389501	0.9226058833061015	-4.581239115612348	732.7508844094366	-9.266645014803522	1273.5886070585088	Infinity	0.27634393297590754	Infinity	NaN	NaN
7390000	-152.63334771453592	NaN	-152.63334771453592	NaN	1036.7402836796316	0.28920820150211396	-143.25428106397527	0.0016622929484013305	0.5997002273925844	0.400299772607412	-4.958349825061406	774.6545551564498	-5.54990150928228	977.287540824686	Infinity	0.0386006419278875	Infinity	NaN	NaN
7400000	-160.000171722826	NaN	-160.000171722826	NaN	3197.325923538723	0.35374361001195787	-150.4604837517583	0.0012228841834218535	0.4412986596291935	0.558701340370803	-4.585497218763756	732.3379439379278	-5.9001996712863205	1086.7284211886226	Infinity	0.04748558815015565	Infinity	NaN	NaN
7410000	-160.6412699392549	NaN	-160.6412699392549	NaN	1887.879841998378	0.14215200542606432	-150.101008469239	0.0017960778719603024	0.08329083090738276	0.9167091690926138	-4.777603845656506	724.2214523563574	-6.252137434266134	1120.6672047470538	Infinity	0.12812236419930043	Infinity	NaN	NaN
7420000	-159.6734551150039	NaN	-159.6734551150039	NaN	1616.0704742342336	0.3105671547484065	-145.996496961803	0.0014069137543554064	0.9094386163543091	0.09056138364568755	-4.958280330195248	774.6501783434619	-5.760172890600738	931.2884039760429	Infinity	1.016439521959725	Infinity	NaN	NaN
7430000	-160.37350118761142	NaN	-160.37350118761142	NaN	1973.4826309817481	1.2400112313665979	-147.96725669051062	0.0016396177044264342	0.8719655522049997	0.12803444779499695	-4.775238413312253	762.5585876910019	-5.525400100743731	994.9179107623594	Infinity	0.47100669831103853	Infinity	NaN	NaN
7440000	-154.6405041001969	NaN	-154.6405041001969	NaN	1738.2527642204282	1.8657170231200373	-144.34421002348628	0.0017743020023856862	0.9042302046278389	0.09576979537215777	-4.605845861678072	748.4071887886145	-5.674932251246283	1054.922405638049	Infinity	0.017077816157552304	Infinity	NaN	NaN
7450000	-158.04512106346127	NaN	-158.04512106346127	NaN	1582.9104485995656	5.130922990064554	-141.6410090406406	0.0016090245084656595	0.4442203472484142	0.5557796527515825	-4.845102362822287	767.3416860312047	-5.540531221722862	1018.1231909608091	Infinity	0.4771244400828901	Infinity	NaN	NaN
7460000	-153.24045303369573	NaN	-153.24045303369573	NaN	1508.6298398868028	1.2910701941223055	-143.15948373809238	0.0010319011782031668	0.32578732167186397	0.6742126783281327	-4.956054636425052	720.841827975748	-5.740259406519573	1065.7496292501803	Infinity	0.015271040915116699	Infinity	NaN	NaN
7470000	-162.4193394170403	NaN	-162.4193394170403	NaN	1536.424136534227	1.2910701941223055	-148.80415822708744	8.518850715745828E-4	0.32578732167186397	0.6742126783281327	-4.565205819946806	742.5003627635541	-5.679651227209605	1055.774995834485	Infinity	0.8340351637448218	Infinity	NaN	NaN
7480000	-157.28380953399486	NaN	-157.28380953399486	NaN	1895.0926602617208	1.0903050924558968	-146.7297377970933	0.0011176357037634864	0.5556978861819433	0.44430211381805357	-4.731776182909185	725.433213070696	-5.547088857617135	978.5616519179432	Infinity	0.10059173219059636	Infinity	NaN	NaN
7490000	-153.1974722255808	NaN	-153.1974722255808	NaN	1512.1621184573246	1.0903050924558968	-142.54064065555653	0.0012288796773139807	0.847145495922215	0.1528545040777819	-4.628981859808587	750.818479281787	-5.524147400243294	999.1204427189804	Infinity	0.13548917988765974	Infinity	NaN	NaN
7500000	-161.67357712922814	NaN	-161.67357712922814	NaN	1736.0482359477612	0.5353873650761444	-146.2075277013337	0.0011814329390839712	0.8369966251996839	0.16300337480031304	-6.4335224730791385	866.4236337559795	-5.80519716386938	1074.9784561959789	Infinity	1.0307813450955865	Infinity	NaN	NaN
7510000	-159.76569541441546	NaN	-159.76569541441546	NaN	3062.062164398737	1.1245432097882972	-150.64216013615652	0.001650028353198787	0.06036765478171935	0.9396323452182775	-4.583906664269563	732.4878268676536	-5.541979039048533	1018.9051949769205	Infinity	0.009761150197389762	Infinity	NaN	NaN
7520000	-147.77920335839195	NaN	-147.77920335839195	NaN	1249.1016902622916	0.6945348972023163	-136.41844615656012	0.001994537751928754	0.6863929649911282	0.31360703500886866	-5.7092244043672995	820.1610599915238	-5.974980771390317	1094.9602076869626	Infinity	0.07491921236561663	Infinity	NaN	NaN
7530000	-159.2380135068236	NaN	-159.2380135068236	NaN	1922.5798269695545	0.4148920616942734	-146.2177639056511	0.0011830861279762868	0.3569157375665226	0.6430842624334743	-6.0606098331643965	842.0699147043807	-7.1723353725816175	1181.5613754843719	Infinity	0.1287743503799251	Infinity	NaN	NaN
7540000	-163.2736616144748	NaN	-163.2736616144748	NaN	2644.9379599154313	0.5230982160450934	-150.42242350968874	9.380271496368744E-4	0.7103776919177418	0.28962230808225503	-4.718208276868756	758.3815658248255	-5.975964382685717	904.9362673262875	Infinity	0.6958337778768272	Infinity	NaN	NaN
7550000	-157.93607012850615	NaN	-157.93607012850615	NaN	2508.818250674091	2.0917780103146537	-145.52589367901982	0.002132781365993813	0.7103776919177418	0.28962230808225503	-5.703026292386719	819.7819733037444	-5.782535851466837	1071.8925771236604	Infinity	0.05923836872895396	Infinity	NaN	NaN
7560000	-149.6625384271459	NaN	-149.6625384271459	NaN	1114.7360761988175	1.3049537623402832	-137.72363052397333	0.002012254159516023	0.8537301170397601	0.14626988296023674	-4.945522440052453	773.8448299256735	-5.908868622636367	912.2777219352344	Infinity	0.203664261671484	Infinity	NaN	NaN
7570000	-149.89870353881747	NaN	-149.89870353881747	NaN	1106.2822913140124	1.4166991806659834	-136.73361066703507	0.0027571571815249965	0.8537301170397601	0.14626988296023674	-4.5562855508885205	739.4928653773949	-7.853006114618546	784.1807517654747	Infinity	0.12346134602346474	Infinity	NaN	NaN
7580000	-149.8513632984842	NaN	-149.8513632984842	NaN	1122.3073106289721	0.1770874054580493	-140.01556678446406	0.002260182036891456	0.9885789081385452	0.011421091861451571	-4.690560126914132	756.2183156203364	-5.527187976528739	1007.8476204495062	Infinity	0.1401141049824114	Infinity	NaN	NaN
7590000	-159.2603100997567	NaN	-159.2603100997567	NaN	1786.0277176233485	0.8775437664974457	-147.45430710234308	0.0017935925636793223	0.32691612960193117	0.6730838703980657	-5.2281233890622065	791.1486843495381	-6.072426839912487	895.2795988625212	Infinity	0.1737145120723927	Infinity	NaN	NaN
7600000	-153.36379719985456	NaN	-153.36379719985456	NaN	1719.4504065467572	1.5414177298390026	-144.42020067213966	0.001336667190913818	0.7327286706908399	0.267271329309157	-4.57362628405692	744.1125871254849	-5.567127634276127	1029.3322058779638	Infinity	0.0026913212282330275	Infinity	NaN	NaN
7610000	-154.08896324869332	NaN	-154.08896324869332	NaN	1218.0068956954244	0.4383855977634387	-143.22185879952417	0.0015435335141871568	0.7327286706908399	0.267271329309157	-4.615535654953553	749.4575267213488	-5.5293462533617195	1010.2347781304292	Infinity	0.31793678114012813	Infinity	NaN	NaN
7620000	-159.6222708725078	NaN	-159.6222708725078	NaN	1983.9183132431351	0.4383855977634387	-149.86829164408982	0.001147214730226325	0.7327286706908399	0.267271329309157	-4.617161366586298	749.6274658409998	-5.845027402330408	1080.1147530905068	Infinity	0.06124273423853051	Infinity	NaN	NaN
7630000	-165.02155286017305	NaN	-165.02155286017305	NaN	2282.9787965183987	2.1616914496520576	-154.04423611047264	7.943315257303799E-4	0.12625869777950227	0.8737413022204946	-4.642549338476714	728.6853342691055	-5.955679194421388	1092.9053793091255	Infinity	0.01950726845233401	Infinity	NaN	NaN
7640000	-153.02741434629144	NaN	-153.02741434629144	NaN	1216.5059659822527	2.1616914496520576	-142.0097198499219	0.0012008896341325923	0.12625869777950227	0.8737413022204946	-4.649499819102435	752.7394092136956	-5.646197645271662	1049.414355420039	Infinity	0.037158836654158305	Infinity	NaN	NaN
7650000	-147.07915290087413	NaN	-147.07915290087413	NaN	1259.7987200764305	0.5895226020392387	-135.78826253952138	0.002383273589213923	0.2070184096809411	0.7929815903190558	-5.714183729139193	820.4645381632238	-6.107055743074349	892.0234262553599	Infinity	0.06392141202379872	Infinity	NaN	NaN
7660000	-158.33663396391333	NaN	-158.33663396391333	NaN	2795.4845205695146	0.6196005564867763	-145.8584760310698	9.820488281858655E-4	0.9490030144496571	0.05099698555033988	-5.586404859029937	812.6869373887318	-6.519502644022073	858.9047183758926	Infinity	0.19818300909621975	Infinity	NaN	NaN
7670000	-158.36985314300392	NaN	-158.36985314300392	NaN	1485.0036225394317	0.6196005564867763	-146.42895386258257	9.978662087881604E-4	0.9490030144496571	0.05099698555033988	-4.761387059257625	761.571992606938	-5.57736272676967	1032.635565745642	Infinity	0.5038275181574071	Infinity	NaN	NaN
7680000	-155.2175378586858	NaN	-155.2175378586858	NaN	1348.5137950164872	0.9203538211954423	-143.95538221192754	0.0020743712222170627	0.7481453695241524	0.25185463047584455	-4.797429176087256	764.1095492675029	-5.524648169532513	996.715337643687	Infinity	0.2555078563293857	Infinity	NaN	NaN
7690000	-154.46948474809176	NaN	-154.46948474809176	NaN	1506.4760735456787	1.326618371683948	-142.2275975246031	0.0015037235895194745	0.14461642738635938	0.8553835726136376	-5.526878048473618	809.0894496374972	-6.583311890659907	1145.5474610886183	Infinity	0.05661182946532403	Infinity	NaN	NaN
7700000	-173.71504183704124	NaN	-173.71504183704124	NaN	5753.350793210961	1.311015529638912	-164.2603206600363	8.838602475728625E-4	0.7734145188238009	0.22658548117619615	-4.76938316656142	724.4239229933231	-5.737800119545239	934.6254789153336	Infinity	0.005966299730655138	Infinity	NaN	NaN
