#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:cpacific" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:cpacific" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:cpacific">
#                <taxonset id="TaxonSet.cpacific" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:cpacific" name="distribution" x="@birthRate.t:cpacific">
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ClockPrior.c:cpacific" name="distribution">
#            <parameter id="clockRate.c:cpacific" name="x">1.0</parameter>
#            <Uniform id="Uniform.01" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="gamma_shapePrior_CTMC" name="distribution">
#            <parameter id="gamma_shape_s" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <distribution id="EastPolynesian.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:cpacific">
#            <taxonset id="EastPolynesian" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Hawaiian" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Maori" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Marquesan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Mangareva" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Rarotongan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Tuamotu" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="SouthIslandMaori" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="TahitianModern" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="RapanuiEasterIsland" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.0" name="distr">
#                <parameter estimate="false" id="RealParameter.01" name="mean">1000.0</parameter>
#                <parameter estimate="false" id="RealParameter.02" name="sigma">100.0</parameter>
#            </Normal>
#        </distribution>
#        <distribution id="NewZealand.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:cpacific">
#            <taxonset id="NewZealand" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="Maori"/>
#                <taxon idref="SouthIslandMaori"/>
#            </taxonset>
#            <LogNormal id="LogNormalDistributionModel.01" meanInRealSpace="true" name="distr" offset="704.0">
#                <parameter estimate="false" id="RealParameter.05" name="M">90.0</parameter>
#                <parameter estimate="false" id="RealParameter.06" lower="0.0" name="S" upper="5.0">0.8</parameter>
#            </LogNormal>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.cpacific	TreeHeight.t:cpacific	gamma_shape_s	YuleModel.t:cpacific	birthRate.t:cpacific	freqParameter.s:cpacific1	freqParameter.s:cpacific2	clockRate.c:cpacific	logP(mrca(NewZealand))	mrca.age(NewZealand)	logP(mrca(EastPolynesian))	mrca.age(EastPolynesian)
18080000	-162.20236384101733	NaN	-162.20236384101733	NaN	2364.785306130066	0.05003327914458923	-151.90564004273057	0.0011490202486509643	0.7023211810285672	0.2976788189714312	Infinity	-4.585716847801017	745.9355928220355	-5.660973671341135	947.6807966137918
18090000	-143.71993766220692	NaN	-143.71993766220692	NaN	1059.7425651248623	0.1810906685303024	-133.38108525504222	0.0029310395909793664	0.9881969404166646	0.011803059583333886	Infinity	-4.58146063719302	732.7284391139477	-5.576301101441362	967.6913688780852
18100000	-146.50546534742182	NaN	-146.50546534742182	NaN	850.2120800349612	1.9927579572639902	-132.11781619807	0.0020310196797686613	0.9881969404166646	0.011803059583333886	Infinity	-5.478562706688325	806.1789443849946	-6.916328485399511	833.133600374027
18110000	-170.10650341287905	NaN	-170.10650341287905	NaN	3888.946005463581	1.6363337635550508	-157.71686927296574	6.876746036119684E-4	0.9943307401145358	0.005669259885462574	Infinity	-4.737069409302878	725.2819781424711	-6.0162309670553835	900.7909028503313
18120000	-148.62560091094096	NaN	-148.62560091094096	NaN	1189.0316786191133	0.6061505537320439	-137.5033162396239	0.0019528455343892522	0.5210991805956788	0.4789008194043196	Infinity	-4.5573406458363435	736.873629895597	-5.958793471748667	1093.239986331606
18130000	-160.99121793519092	NaN	-160.99121793519092	NaN	2627.120505874022	0.3846627742363736	-149.5174072995175	9.386361949973331E-4	0.11620844770940764	0.8837915522905908	Infinity	-5.551689582421513	810.5872235453777	-5.537458279015532	1016.3398652520559
18140000	-162.33770724666675	NaN	-162.33770724666675	NaN	1763.1681530265557	3.1151116432545534	-148.44284352489646	0.0010263235995367744	0.3476386476484021	0.6523613523515963	Infinity	-4.555889106664395	739.1242269587342	-6.223862971851347	1118.300824397684
18150000	-153.15140164962455	NaN	-153.15140164962455	NaN	1121.2727979040947	3.0305327607453836	-139.7153346169341	0.0020629250200708293	0.3476386476484021	0.6523613523515963	Infinity	-4.834285207696581	766.6186176869771	-5.571249064248498	969.2948391778405
18160000	-163.98306054965144	NaN	-163.98306054965144	NaN	2142.452313022931	1.9568243693552818	-151.08194745361425	0.0019204663047240117	0.5060089298469657	0.4939910701530327	Infinity	-4.561649437536424	735.5586463418904	-6.38263928914548	868.9633204058714
18170000	-150.03685096738243	NaN	-150.03685096738243	NaN	1339.1515874439458	0.3221114373197896	-138.88311921267407	0.0018314553762821832	0.3183471986085947	0.6816528013914036	Infinity	-4.886802662580226	770.0829910985875	-5.944817654808319	908.2711674972852
18180000	-161.72605085385243	NaN	-161.72605085385243	NaN	2217.1718227539027	1.2072977300123362	-149.90033729479478	0.0016422671433655184	0.25071427472317453	0.7492857252768237	Infinity	-4.5712367989491085	733.9148788010513	-6.047179030096206	897.7189840778415
18190000	-153.8762069914981	NaN	-153.8762069914981	NaN	1642.3060816401653	1.8481944416649783	-141.18014671489237	0.0023506259731093096	0.8530025686509598	0.14699743134903842	Infinity	-4.556675238341624	739.7599271191772	-6.291190596599099	876.1386357731891
18200000	-153.31984663783433	NaN	-153.31984663783433	NaN	1107.183954232342	3.2882956453900856	-139.08966559101808	0.002175978264116201	0.6747350995103409	0.3252649004896572	Infinity	-4.716954552676563	758.2858198418775	-6.224930848749595	881.6089420980765
18210000	-160.99313937165746	NaN	-160.99313937165746	NaN	1972.5649469428056	0.7927396945130414	-150.02355479785942	0.001765314792898072	0.6747350995103409	0.3252649004896572	Infinity	-4.601385264111664	731.0513520833584	-5.575459615173331	967.9528796986165
18220000	-155.5874200841288	NaN	-155.5874200841288	NaN	1452.0637130257826	0.7869310069499507	-143.1567609249403	0.001083997402586979	0.6747350995103409	0.3252649004896572	Infinity	-6.066897519241204	842.4703866332478	-5.576830632997372	967.5278846378594
18230000	-157.61404825703454	NaN	-157.61404825703454	NaN	1803.5417063511682	0.2642308239159221	-145.92740680624277	0.0010799256670758848	0.9455091246140489	0.05449087538594921	Infinity	-5.429626784988699	803.2377683262183	-5.992783841887153	1096.8168500514646
18240000	-157.85284623776144	NaN	-157.85284623776144	NaN	2193.2137065560046	1.3009047401809317	-145.10893130397682	0.0016824047856944864	0.3408531103222942	0.659146889677704	Infinity	-4.555607471769607	738.3949560634884	-6.887402721834087	1165.1238324798285
18250000	-160.74492289064946	NaN	-160.74492289064946	NaN	2193.236192250016	1.0527442210306983	-148.55091117375923	0.0012876039802266967	0.5718660840197762	0.4281339159802219	Infinity	-5.332017052301334	797.3829517078226	-5.8092504435582	924.4828861296412
18260000	-154.27357115636403	NaN	-154.27357115636403	NaN	1887.749885075407	0.4300339804833505	-143.18146665675997	0.0014141785322013022	0.16800078019700038	0.8319992198029977	Infinity	-4.766010097899918	761.902998909407	-5.896060421220808	913.7501649824136
18270000	-153.70953186983635	NaN	-153.70953186983635	NaN	1181.902769364773	1.4359716503782858	-140.91547530622822	0.0016510531410506226	0.5837487661890681	0.41625123381093	Infinity	-5.825814593697613	827.3351251632023	-5.5322703195322465	1012.776228191045
18280000	-153.87189889386767	NaN	-153.87189889386767	NaN	2430.128421278259	0.164897609962673	-142.323446185976	0.0013874882000370022	0.5635124056166014	0.4364875943833967	Infinity	-5.768294828679843	823.7852176136183	-5.615260269249155	1042.6969671186118
18290000	-148.89368268711175	NaN	-148.89368268711175	NaN	1089.9318888444052	0.164897609962673	-138.46014664038532	0.0018271649198738048	0.40176324954741194	0.5982367504525862	Infinity	-4.56018116351923	741.2014156126872	-5.708457273244524	1060.7204338014412
18300000	-155.2966598130842	NaN	-155.2966598130842	NaN	1580.6607311232622	1.8794257638396263	-142.13477411845508	0.0025187791186835028	0.40176324954741194	0.5982367504525862	Infinity	-5.144709742107111	786.1192775229238	-6.1377501886823636	1110.7828027709716
18310000	-153.3280658608984	NaN	-153.3280658608984	NaN	1323.5823210242006	0.27510800420917436	-141.21082029791856	0.001554969694935046	0.40176324954741194	0.5982367504525862	Infinity	-6.182943879284458	849.9213624104535	-5.659193679486185	948.0221277285381
18320000	-155.4204789919052	NaN	-155.4204789919052	NaN	1702.0468206543555	0.48524023539434136	-143.56036214293687	0.001781558378973049	0.5899529701973918	0.4100470298026064	Infinity	-5.801971576717113	713.7448423064906	-5.572905036856882	1031.2398199943975
18330000	-150.24408489322443	NaN	-150.24408489322443	NaN	1010.5495388063044	0.06988322294496897	-139.50951235828168	0.0018659174452043006	0.2878448606090769	0.7121551393909213	Infinity	-4.775783533798122	724.2657852501195	-5.888905778199631	914.5837182959984
18340000	-164.9617106399253	NaN	-164.9617106399253	NaN	4688.287542568122	0.04424978875946076	-152.4415549731659	7.255998218556949E-4	0.2878448606090769	0.7121551393909213	Infinity	-4.555837091757054	739.0599170644408	-7.920068786242899	781.0954515296617
18350000	-152.48939056099059	NaN	-152.48939056099059	NaN	1261.0477350557403	0.10297930633172066	-141.93038208427058	0.0010840201245499819	0.07727870690605046	0.9227212930939478	Infinity	-4.788492356432705	763.4890102839464	-5.667536813955599	1053.5589571897801
18360000	-157.88525133245113	NaN	-157.88525133245113	NaN	1686.3394163001383	0.4414553963366393	-147.0180415966343	9.761046354428941E-4	0.22167449173216836	0.7783255082678299	Infinity	-4.572096764097091	743.8491926386001	-5.853657575383103	918.8151669102733
18370000	-155.47958101280412	NaN	-155.47958101280412	NaN	1217.24719140739	1.2044691892662875	-143.8787696208291	0.0017932792414758958	0.5484336305181439	0.45156636948185436	Infinity	-4.84610687000586	722.7280143170203	-5.550235332702876	1022.8589647666342
18380000	-166.16743170595913	NaN	-166.16743170595913	NaN	3952.88252944532	0.9973275659724551	-154.56984218745623	9.824364050030467E-4	0.3405001181861839	0.6594998818138142	Infinity	-5.030958495541874	779.1768691325705	-5.569303456988552	969.9351574772835
18390000	-164.0846923131297	NaN	-164.0846923131297	NaN	2947.0660522927424	0.8284379007413438	-151.93381732320304	0.0015224655840852105	0.3405001181861839	0.6594998818138142	Infinity	-4.663501133463143	727.7642298190042	-6.658935955722163	1150.6537245825273
18400000	-165.41770351258535	NaN	-165.41770351258535	NaN	2843.6650202874416	2.117080554311068	-151.51844552164286	7.452826709279058E-4	0.3405001181861839	0.6594998818138142	Infinity	-5.879346360150573	830.6587929247207	-5.902831076480849	1087.03129980508
18410000	-158.3420093102811	NaN	-158.3420093102811	NaN	2087.0666740911033	2.6116387431527492	-145.54621700876186	0.0016564163614516873	0.7841294635493952	0.21587053645060295	Infinity	-4.656300484537963	753.3443431220811	-5.527853073828545	1008.6537328775288
18420000	-155.80268043688602	NaN	-155.80268043688602	NaN	1664.4428491450142	1.2012446198098676	-143.61310606704188	0.0013842735583932475	0.7841294635493952	0.21587053645060295	Infinity	-4.578595680482005	733.0280398328362	-6.409734069552249	1133.0883428673965
18430000	-154.34449261345193	NaN	-154.34449261345193	NaN	1353.9822859485807	1.703839123237252	-141.54106264853053	0.0011804600325478081	0.7841294635493952	0.21587053645060295	Infinity	-4.577552402120395	744.7485270700665	-6.522038439563755	1141.2748895148031
18440000	-161.72036320138812	NaN	-161.72036320138812	NaN	2066.5395149860487	0.35538730611993463	-151.2703451465733	8.695174197372098E-4	0.03239922916315885	0.9676007708368393	Infinity	-4.556523309476618	737.2987062485846	-5.538107439218255	1016.7324355821205
18450000	-159.5156477899577	NaN	-159.5156477899577	NaN	2376.663623756369	0.16751779528765953	-148.74608071843602	0.002237951528854878	0.34480042499474384	0.6551995750052543	Infinity	-4.997852780592169	777.1265103366478	-5.604196495641831	959.9780619037342
18460000	-157.48832134907508	NaN	-157.48832134907508	NaN	1758.602513559502	0.4524135248735578	-145.58396755990063	0.0011099163953246062	0.34480042499474384	0.6551995750052543	Infinity	-5.8237767974113135	827.2089897895562	-5.628163466889587	954.3809803488012
18470000	-155.3716449031137	NaN	-155.3716449031137	NaN	1627.875207245443	1.1315860406746874	-143.63068669874437	0.001576521651211345	0.6195740452084973	0.38042595479150076	Infinity	-5.085168960198781	782.5017931186637	-5.524203203495863	998.6253414744107
18480000	-163.71861173567547	NaN	-163.71861173567547	NaN	2672.93891939145	3.990660683445846	-149.43531395626863	0.0011588001500167694	0.1955795357354878	0.8044204642645103	Infinity	-4.557697062465799	736.7223234571668	-5.734940033495206	1064.9355548682602
18490000	-162.53126933002284	NaN	-162.53126933002284	NaN	1721.1829262457397	3.990660683445846	-147.45902564849953	7.662901575596661E-4	0.1955795357354878	0.8044204642645103	Infinity	-4.564099426028796	735.048003389225	-6.5174835720486755	1140.9521090907058
18500000	-154.760830914468	NaN	-154.760830914468	NaN	1490.747216214056	1.55863856101474	-142.7916430849054	0.0013512724127169842	0.7094844874094534	0.29051551259054476	Infinity	-4.768317243950475	762.0675320082639	-5.642232024597402	951.3947934055129
18510000	-165.20083280805437	NaN	-165.20083280805437	NaN	3526.0501107547275	1.6993898196147157	-153.06615233102383	5.789202383632665E-4	0.7571192740759749	0.24288072592402324	Infinity	-4.819092730121457	765.5933960090567	-5.616197927294353	957.0839871139947
18520000	-157.02031787631444	NaN	-157.02031787631444	NaN	1740.7081683655463	0.8119414479197974	-146.03222206075938	0.0011363212572908369	0.41726463129203795	0.5827353687079602	Infinity	-4.5658534815926295	734.7310530332859	-5.610300886042643	958.4808076066311
18530000	-159.5986680531468	NaN	-159.5986680531468	NaN	1399.5825108329175	1.0465552767442345	-146.41851865220428	0.0028632979977682932	0.18492108467139012	0.815078915328608	Infinity	-5.00455455036713	777.5429999087635	-7.129039573831159	1179.1608693123806
18540000	-153.94329611229733	NaN	-153.94329611229733	NaN	1359.303881348204	0.365519447985883	-141.5111049554777	0.0013219218929780387	0.37001697179650317	0.6299830282034949	Infinity	-5.683848406401629	818.610385869733	-6.382823302432122	1131.0507217255486
18550000	-160.3489774025235	NaN	-160.3489774025235	NaN	1967.6204584655757	0.1357133811326424	-149.30518694643544	0.001335602071389818	0.6274955027127557	0.3725044972872424	Infinity	-5.182954735744394	788.4294999861976	-5.72512233921104	1063.4056180504972
18560000	-153.3198913689485	NaN	-153.3198913689485	NaN	1592.5376406696926	0.02446878519747226	-141.95375881620527	0.0017757167525084881	0.7492336568982819	0.2507663431017162	Infinity	-5.809258354357603	826.3111281062581	-5.532405413188138	987.1184674860683
18570000	-159.47090150947105	NaN	-159.47090150947105	NaN	2220.6986069416107	0.008780093968428975	-147.92822139581716	0.0013597190156970328	0.7492336568982819	0.2507663431017162	Infinity	-5.37885448457678	800.1911824543345	-6.1550455351086795	1112.3331487955284
18580000	-146.51771235964276	NaN	-146.51771235964276	NaN	1031.6839364111563	0.009067191548509275	-136.34508118230147	0.0022260983399930126	0.949677306878038	0.05032269312196014	Infinity	-4.639188843543699	751.793971512835	-5.524375142249071	1002.3083459719359
18590000	-154.76870604309144	NaN	-154.76870604309144	NaN	1690.093284082282	0.013150640072965436	-144.05157119261875	0.001269384258343449	0.949677306878038	0.05032269312196014	Infinity	-5.1789576890159434	788.1884394398604	-5.5250265213837695	1004.2843953855956
18600000	-170.6093313068118	NaN	-170.6093313068118	NaN	4565.895466870939	0.08828414686010717	-160.29133512137304	7.73427560539657E-4	0.24283365766263998	0.7571663423373581	Infinity	-4.672624683139357	754.7459173252707	-5.55708735543932	1025.6821479812559
18610000	-163.39204571750844	NaN	-163.39204571750844	NaN	2477.1707308592704	0.5334355308607612	-152.4593491925752	7.060995808734446E-4	0.1670411760105933	0.8329588239894048	Infinity	-4.622051259446507	750.1291856050149	-5.777209734625986	928.8521236531656
18620000	-166.01893433387292	NaN	-166.01893433387292	NaN	2462.2931877950737	0.4392634770110028	-154.85896476824269	9.384061227272777E-4	0.1670411760105933	0.8329588239894048	Infinity	-4.560666287827931	735.7952877790564	-6.160039800791317	1112.776866563897
18630000	-152.61131133407713	NaN	-152.61131133407713	NaN	1410.9905256352397	0.8778760950810347	-138.65190196839345	0.001345543651516958	0.1670411760105933	0.8329588239894048	Infinity	-5.268251914026767	793.5587886463856	-7.813281356575894	1213.9706819815804
18640000	-152.22811216718344	NaN	-152.22811216718344	NaN	1099.5041759684539	0.22381478090822807	-140.28928082093074	0.0016362635238525893	0.9170419963346443	0.08295800366535372	Infinity	-5.7933841014393375	825.3310043394572	-5.921632463905118	910.8345644644346
18650000	-154.10959539151142	NaN	-154.10959539151142	NaN	2040.3530167874028	0.0886628926411852	-142.71456809991938	0.0012460591191330228	0.9170419963346443	0.08295800366535372	Infinity	-4.588799824939486	746.3488075054792	-6.717564574011373	845.5036663982858
18660000	-155.08984910445054	NaN	-155.08984910445054	NaN	1950.4830703348339	0.2966680970458968	-144.3055245888595	0.0017642878585854048	0.3172866138892567	0.6827133861107413	Infinity	-4.718828923695234	758.4288897976976	-5.76882749484989	1069.9598135585175
18670000	-157.8603172046833	NaN	-157.8603172046833	NaN	2543.901262747748	0.4370085542747868	-146.9514251122182	9.589470857957596E-4	0.36591993866931	0.6340800613306881	Infinity	-4.914024310933402	771.8392259474294	-5.557859227256895	974.0190423332276
18680000	-152.80924511161976	NaN	-152.80924511161976	NaN	1373.4120760059777	0.1006288135869972	-142.40015096999707	0.0020479073647529924	0.36591993866931	0.6340800613306881	Infinity	-4.6926626170622345	726.6681536436743	-5.615802710973436	957.1761767749136
18690000	-151.8455199463981	NaN	-151.8455199463981	NaN	1883.4972611947794	0.22126408687066176	-141.4507712932313	0.0012825097104025936	0.36591993866931	0.6340800613306881	Infinity	-4.632043907701666	729.2042395548596	-5.541440658594461	1018.6182380485895
18700000	-157.5809842322341	NaN	-157.5809842322341	NaN	1914.5644122110464	0.09111152973421272	-147.37033158630015	8.115394724168292E-4	0.14011618416383442	0.8598838158361637	Infinity	-4.582783545994879	745.5263316309055	-5.536757570204864	1015.9052513416797
18710000	-157.54419833858128	NaN	-157.54419833858128	NaN	1656.7359356494383	0.38344811123580613	-146.22976950447926	0.0010936997655162388	0.9586739876168602	0.04132601238313793	Infinity	-4.57196246005644	743.8255767862921	-6.359018262809785	1129.2214799185508
18720000	-148.63575960466784	NaN	-148.63575960466784	NaN	1035.4407542017009	0.4076994234787184	-136.4370794606033	0.002307304714526937	0.9586739876168602	0.04132601238313793	Infinity	-4.67936890021358	755.3070185237985	-7.1116118203722465	821.8145291456409
18730000	-155.96490289354816	NaN	-155.96490289354816	NaN	1849.1095501713876	0.49450245599185233	-145.06933739228361	0.0010885123869029552	0.7999408261427904	0.20005917385720773	Infinity	-4.715025554174585	725.9349453039049	-5.686037491098079	943.0915169934543
18740000	-156.49499453903596	NaN	-156.49499453903596	NaN	1141.06372164279	1.0291983875786666	-143.80969920422174	0.0019038143706489215	0.9753190487821711	0.024680951217826957	Infinity	-5.792481426732561	825.275319631804	-5.863615520502964	1082.4022816808126
18750000	-154.84460635723707	NaN	-154.84460635723707	NaN	1965.2748475754645	1.363986184554283	-141.59431196110404	0.002186770488607003	0.9753190487821711	0.024680951217826957	Infinity	-5.723552129016989	821.0382098375856	-6.162756082561764	886.982535564719
18760000	-154.30879081982889	NaN	-154.30879081982889	NaN	1650.578660932819	2.166358762586351	-140.79918765209928	0.001973798578679363	0.38120936931687843	0.6187906306831197	Infinity	-5.7824604177078704	824.6574890717528	-5.56078398743536	972.9166958283906
18770000	-155.78985866185323	NaN	-155.78985866185323	NaN	1223.919637259427	2.1876176408368324	-143.38088717207543	0.0011247323404729147	0.09387914732864655	0.9061208526713516	Infinity	-4.56519181584839	734.8467857182412	-5.656162033092594	1051.3913054708341
18780000	-160.23983649929383	NaN	-160.23983649929383	NaN	2306.4932521624823	2.761657253642311	-144.03602095138723	0.0012964961992094652	0.7905181371625973	0.20948186283740078	Infinity	-6.067299110933707	842.4959756486127	-7.374859183330579	1192.392851433613
18790000	-158.0689653752594	NaN	-158.0689653752594	NaN	2240.7691409589665	1.5766798614698687	-144.5986064385962	0.0010802461626676532	0.7905181371625973	0.20948186283740078	Infinity	-6.007055031659165	838.6719421641916	-5.886624043534173	1085.1487315632369
18800000	-168.9992882958218	NaN	-168.9992882958218	NaN	3906.2119842317024	1.5498726967203111	-157.05614392533954	6.34178511073684E-4	0.7905181371625973	0.20948186283740078	Infinity	-4.557429600582806	740.1667855153687	-5.835842073179147	921.0400919470669
18810000	-154.1477650532777	NaN	-154.1477650532777	NaN	1439.6813086155903	0.7341733517982055	-142.68023953814128	0.0013011278028110425	0.33704529849352877	0.6629547015064694	Infinity	-4.596353887371041	747.3017550178379	-6.136998275967186	889.2850907262782
18820000	-156.93181597115316	NaN	-156.93181597115316	NaN	2256.205381301301	1.2145417383847679	-145.34157614937303	0.0016719997975887992	0.33704529849352877	0.6629547015064694	Infinity	-4.570473886568285	734.0196122130852	-5.805224196827066	925.0179384606822
18830000	-158.3541533649203	NaN	-158.3541533649203	NaN	1471.1808182988348	0.9735578065324018	-146.0724123728683	0.0011858100542132097	0.10288300850153859	0.8971169914984596	Infinity	-5.412503008630177	802.2098131283967	-5.895680176889408	1086.205737360879
18840000	-153.97466405647907	NaN	-153.97466405647907	NaN	2196.388132340061	0.23108387991852408	-143.1422690379013	0.0017072290714084913	0.208009755896717	0.7919902441032811	Infinity	-4.823643585569275	765.901745554049	-5.7776675530900015	1071.2121947277624
18850000	-157.5256316386227	NaN	-157.5256316386227	NaN	1935.436404171619	0.06899387176080499	-147.28952290511975	0.0013088941755677284	0.9658297379012438	0.03417026209875429	Infinity	-4.555796117109365	737.9250879109153	-5.611318744632804	1041.7636266241427
18860000	-158.28011356515617	NaN	-158.28011356515617	NaN	1986.8002712556854	0.15698383204876204	-146.85628090922566	0.0014200147431514354	0.12070663840411622	0.8792933615958819	Infinity	-5.7402645992497545	822.0628715838399	-5.52658422463202	1007.0363420031384
18870000	-154.65165660923526	NaN	-154.65165660923526	NaN	1614.578512629822	2.693814353943196	-141.76827383504687	0.001513267826645233	0.45577881152189553	0.5442211884781026	Infinity	-4.625196587904899	750.4449856475934	-5.56437183234031	971.6228566809323
18880000	-157.25671903686907	NaN	-157.25671903686907	NaN	2086.006376307767	0.32950097384336696	-146.47014017418837	0.001576061680608763	0.7351065414527251	0.26489345854727303	Infinity	-4.562880963092919	735.2901162238692	-5.894196925744417	1086.0335058627338
18890000	-157.1592702967242	NaN	-157.1592702967242	NaN	1770.4926617269477	1.6456371826066236	-144.02341933940278	9.450167588550951E-4	0.5606705688895067	0.43932943111049144	Infinity	-5.492246478530937	807.0025034618416	-5.997967296183832	1097.350765481435
18900000	-162.96817774895874	NaN	-162.96817774895874	NaN	2497.6833165109	0.6175928915892979	-150.43463933152	0.0012141935232558693	0.7172336049164486	0.28276639508354956	Infinity	-5.832932292449164	827.7759148312448	-6.083013233400277	894.273511908556
18910000	-159.4751084338814	NaN	-159.4751084338814	NaN	1877.8070500282304	0.711165625464943	-148.31213736967493	9.653080537834064E-4	0.1882872765969027	0.8117127234030954	Infinity	-4.908804487389024	771.5042364343235	-5.543000951352503	1019.4382263387062
18920000	-158.25732054115392	NaN	-158.25732054115392	NaN	2516.0398051782054	0.044713793452320655	-147.61832709695696	9.352536693006131E-4	0.34367193558822134	0.6563280644117768	Infinity	-5.055176945834663	780.6666982350865	-5.539102704909955	1017.3170353797589
18930000	-159.99854245108023	NaN	-159.99854245108023	NaN	2949.8989888079604	0.02348152615427806	-148.21994323077442	0.0016494840995092447	0.43818844605349205	0.5618115539465062	Infinity	-6.164918759935824	848.7564285822102	-5.590198934215684	963.6433733625024
18940000	-161.40702384054651	NaN	-161.40702384054651	NaN	2252.8917950541017	0.2788389211528094	-149.81494420897437	8.788549402565339E-4	0.0847094452948246	0.9152905547051736	Infinity	-4.616295849829953	730.0779429548461	-6.696944860589393	1153.1558775494188
18950000	-166.1752948656286	NaN	-166.1752948656286	NaN	2374.281842811948	0.5861523972489147	-155.16738295789372	5.482612112013052E-4	0.980449302427604	0.01955069757239425	Infinity	-4.8976500844906985	770.7856312048872	-5.524109425995243	1000.118895120087
18960000	-164.4497847568463	NaN	-164.4497847568463	NaN	2224.9393566724943	0.23291097495623406	-150.46799440445642	9.422677653306904E-4	0.980449302427604	0.01955069757239425	Infinity	-4.615259346997448	749.4284790679492	-9.133620030436203	1268.6823891230476
18970000	-167.01705033151646	NaN	-167.01705033151646	NaN	2637.922133097118	0.8937750321319435	-154.61909705056692	7.574651319469499E-4	0.980449302427604	0.01955069757239425	Infinity	-4.817802120625303	723.3074054308188	-6.6863761281922764	1152.4642521379692
18980000	-149.8560938351683	NaN	-149.8560938351683	NaN	1058.3176592935938	1.6890068329342198	-136.78848007398113	0.0020025918889932438	0.5792264763891698	0.4207735236108285	Infinity	-5.851999457936412	828.9584136275743	-5.526607470316558	1007.0693014135694
18990000	-150.46956503447274	NaN	-150.46956503447274	NaN	1533.6782406758564	2.4650374249767015	-137.8263341377362	0.0018760818240438658	0.3368052634480904	0.6631947365519079	Infinity	-4.651254836458096	752.8968438265218	-5.526938635301729	992.4768143596413
19000000	-161.33840493416372	NaN	-161.33840493416372	NaN	1683.5110685644217	2.964912263469828	-147.552301306396	9.781779749202947E-4	0.7632992737361374	0.2367007262638609	Infinity	-4.639405572647934	751.8142303283129	-6.1817857916499195	1114.6888898243553
19010000	-158.33270074566485	NaN	-158.33270074566485	NaN	1800.9088601229773	4.802189988621199	-143.3469668074181	0.001820984578162501	0.09566273439116513	0.9043372656088332	Infinity	-4.564298858463613	735.01024291131	-5.619245091161936	956.3797359088296
19020000	-155.45270048591314	NaN	-155.45270048591314	NaN	1594.8222490045434	1.0153473121909413	-143.602469539924	0.0016410081408903387	0.17645220054951566	0.8235477994504827	Infinity	-4.971899475786424	720.6072420233387	-5.8629841580117725	1082.3256264864117
19030000	-167.14764252344284	NaN	-167.14764252344284	NaN	2011.2756866997554	1.0125737299337507	-152.77212024142946	0.0014158098605753524	0.2625130114765398	0.7374869885234585	Infinity	-7.475474572084476	942.1864960315671	-5.887473979995155	1085.2484909898576
19040000	-161.5406299748608	NaN	-161.5406299748608	NaN	2386.437355657581	1.5126888935888347	-149.3032062156407	9.929563862766436E-4	0.2625130114765398	0.7374869885234585	Infinity	-4.978533169401677	775.9213787396187	-5.746201696229574	933.3527229308189
19050000	-149.80710614766843	NaN	-149.80710614766843	NaN	1455.6245128769872	0.38811752581048337	-138.41696608039442	0.002833779383262654	0.856951816794952	0.14304818320504636	Infinity	-5.461644299713247	805.1614370856444	-5.5403782417502825	981.9614177067497
19060000	-152.77324810053202	NaN	-152.77324810053202	NaN	1071.0525688118391	1.0018334331974015	-141.61892518116736	0.00167263052885479	0.9701381412785397	0.029861858721458717	Infinity	-4.602591525151033	730.9657777111883	-5.549897961016238	977.2891031337492
